Compound,Date,Negative,Neutral,Positive,Source account,Text,Tweets Ago
0.0,Sun Oct 14 13:14:16 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","GOP Sen. Marco Rubio: “Sea levels rise and changes in the climate, those are measurable. So I don’t think there is… https://t.co/VV1vpfMGtd",284
-0.7506,Sun Oct 14 13:01:08 +0000 2018,0.766,0.234,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Matthew Shepard died 20 years ago after being beaten, burned and left tied to a fence in Wyoming by two men who tar… https://t.co/Wqi8yAEHpa",285
0.5994,Sun Oct 14 12:31:00 +0000 2018,0.803,0.0,0.197,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Amazon sells pretty much everything — and now it wants to sell ads. But could the company’s move into Google and Fa… https://t.co/DfgYZyvqrk,286
0.7906,Sun Oct 14 12:01:05 +0000 2018,0.696,0.0,0.304,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Someone bought the domain bearing Supreme Court Justice Brett Kavanaugh's name and turned it into a site dedicated… https://t.co/cWh2B7WnqQ,287
0.0,Sun Oct 14 11:31:01 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Facebook wants to put a camera in your house https://t.co/L2wsFRYvI6 https://t.co/YbKoTLmHwm,288
0.2144,Sun Oct 14 11:15:04 +0000 2018,0.919,0.0,0.081,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","When it comes to control of the Senate after the midterms, the odds are still in Republicans’ favor, but there are… https://t.co/tvBOO7YhFL",289
-0.0516,Sun Oct 14 11:01:03 +0000 2018,0.789,0.109,0.102,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Scared by that new report on climate change? Here's what you can do to help:

• Eat less meat (about 30%)

• Swap y… https://t.co/xQ0DDKS3ij",290
0.5267,Sun Oct 14 10:31:00 +0000 2018,0.794,0.0,0.206,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Boston Dynamics has released new video showing their Atlas robot's latest moves, including the ability to shift lat… https://t.co/R0KQu1eOmL",291
-0.7351,Sun Oct 14 10:01:04 +0000 2018,0.744,0.256,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The Kingdom of Bhutan can teach us a lot about fighting climate change. The country is already carbon negative: it… https://t.co/2e99X6b1wD,292
0.4019,Sun Oct 14 09:31:00 +0000 2018,0.87,0.0,0.13,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",One viral menu item can make a restaurant famous on Instagram — and massively boost business. Here's how the social… https://t.co/V4ZNjMpEPj,293
0.2263,Sun Oct 14 09:01:03 +0000 2018,0.888,0.0,0.112,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",A teacher in California is explaining the concept of consent to her third-graders with a simple chart… https://t.co/VqmawxBUdV,294
0.3612,Sun Oct 14 08:31:00 +0000 2018,0.878,0.0,0.122,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",This is what it's like on the world's longest flight. Singapore Airlines completed its inaugural journey from Singa… https://t.co/bT7rEAIuR2,295
0.0,Sun Oct 14 08:01:06 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","President Trump's visit to the UK in July cost police around £18 million ($23.8 million), police estimate. The amou… https://t.co/4NzuN8m3ht",296
0.0,Sun Oct 14 07:31:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Before it was used by celebrities and politicians, Twitter was nothing more than an idea sketched on Jack Dorsey's… https://t.co/fM1WQGZqyS",297
0.0,Sun Oct 14 07:01:03 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","As global temperatures rise, so will mental health issues, according to a new study https://t.co/lCSv0h33nk https://t.co/Z9DQUu41uH",298
0.0258,Sun Oct 14 06:31:00 +0000 2018,0.894,0.051,0.055,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Want to leave the kids at home next time you get away? The redesigned Crystal Symphony has a new level of luxury ca… https://t.co/c87EiZ8voB,299
0.0,Sun Oct 14 06:01:05 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Mysterious sand art is appearing on some of Britain's beaches https://t.co/kK3vYctKy4 https://t.co/aJchSWIBGw,300
0.0,Mon Oct 15 05:15:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",A skydiver with an American flag jumps onto the field before the game held at Navy-Marine Corps Memorial Stadium in… https://t.co/gDo98N20tF,301
0.5423,Mon Oct 15 05:00:00 +0000 2018,0.821,0.0,0.179,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@jasoninthehouse: ""President Trump has established on the world stage that he believes in peace through strength.""… https://t.co/xoSnyglyUl",302
0.0,Mon Oct 15 04:45:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",#Trump signs bill requiring airports to provide spaces for nursing mothers https://t.co/9CL1iegMWi,303
0.4215,Mon Oct 15 04:30:00 +0000 2018,0.833,0.0,0.167,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Erin Elmore on @FLOTUS: ""It's funny that these Democrats say that they're the party 'of women, for women,' but they… https://t.co/zgDoTQY1wg",304
0.4215,Mon Oct 15 04:15:00 +0000 2018,0.851,0.0,0.149,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@robertjeffress: ""This is a country that is founded on faith, it's a country that is founded on patriotism."" https://t.co/so2WaFAWzP",305
0.5216,Mon Oct 15 04:01:00 +0000 2018,0.748,0.0,0.252,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",.@HillaryClinton says @BillClinton's affair was not an abuse of power. https://t.co/1pDrcqqMPn,306
0.6908,Mon Oct 15 03:30:01 +0000 2018,0.678,0.0,0.322,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Ariana Grande and Pete Davidson reportedly call off their engagement, end romantic relationship.
https://t.co/0DyEwaGCUb",307
-0.296,Mon Oct 15 03:15:00 +0000 2018,0.879,0.121,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Sen. @marcorubio on Saudi Arabia: American 'moral credibility' on the line over response to missing journalist https://t.co/jwdTIGvrQ6,308
-0.5994,Mon Oct 15 03:00:00 +0000 2018,0.738,0.262,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Statue of Revolutionary War general given googly eyes by prankster. https://t.co/wYVdOR4GbY https://t.co/Of5W9DjurM,309
0.1027,Mon Oct 15 02:45:00 +0000 2018,0.776,0.103,0.121,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Former New York City Mayor @MikeBloomberg targeted gun safety laws and the NRA at a get-out-the-vote rally in New H… https://t.co/zEcuOfVayp,310
-0.8481,Mon Oct 15 02:30:00 +0000 2018,0.586,0.414,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Saudi Arabia vows to retaliate if Trump follows through on 'severe punishment' threat over Khashoggi. https://t.co/aN4SM8NVeJ,311
0.0772,Mon Oct 15 02:15:00 +0000 2018,0.803,0.088,0.109,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Trump says Defense Secretary Mattis could leave administration: 'He's sort of a Democrat' https://t.co/NvxCYj2MT0,312
-0.3182,Mon Oct 15 02:05:00 +0000 2018,0.526,0.292,0.182,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",@DouglasESchoen: Hillary and Holder hurting Democrats with their amazing and disgusting comments. (via… https://t.co/Wao9DyPlOE,313
-0.296,Mon Oct 15 02:00:00 +0000 2018,0.855,0.145,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Parkland suspect Nikolas Cruz trespassed at high school months before massacre, teacher says. https://t.co/xaSdbid8XA",314
-0.5994,Mon Oct 15 01:50:00 +0000 2018,0.769,0.231,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Calls for civility after vandalism, violent clashes outside GOP headquarters in New York. https://t.co/XGLVIR1IN1",315
0.0772,Mon Oct 15 01:45:00 +0000 2018,0.621,0.18,0.199,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Kangaroo attacks Australian wildlife caretaker who was attempting to save husband.
https://t.co/h3PsB7FgDQ",316
-0.7184,Mon Oct 15 01:40:00 +0000 2018,0.402,0.443,0.155,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","4 dead, 1 hurt in shooting at Texas toddler’s birthday party.
https://t.co/1RJ0W9WJLm",317
0.0,Mon Oct 15 01:34:35 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Rep. @Jim_Jordan says Rosenstein should be subpoenaed if he refuses to testify before Judiciary Committee.
https://t.co/2wi5yY0krC",318
0.0,Mon Oct 15 01:16:04 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Trump asks RNC chair Ronna McDaniel to stay on for another term, source says. https://t.co/Udyrcd9em4",319
-0.5423,Mon Oct 15 01:00:30 +0000 2018,0.741,0.259,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Hunter shoots, kills British bicyclist in French Alps, official says.
https://t.co/XqQbuDHCZV",320
0.0,Mon Oct 15 05:15:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",A skydiver with an American flag jumps onto the field before the game held at Navy-Marine Corps Memorial Stadium in… https://t.co/gDo98N20tF,321
0.5423,Mon Oct 15 05:00:00 +0000 2018,0.821,0.0,0.179,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@jasoninthehouse: ""President Trump has established on the world stage that he believes in peace through strength.""… https://t.co/xoSnyglyUl",322
0.0,Mon Oct 15 04:45:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",#Trump signs bill requiring airports to provide spaces for nursing mothers https://t.co/9CL1iegMWi,323
0.4215,Mon Oct 15 04:30:00 +0000 2018,0.833,0.0,0.167,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Erin Elmore on @FLOTUS: ""It's funny that these Democrats say that they're the party 'of women, for women,' but they… https://t.co/zgDoTQY1wg",324
0.4215,Mon Oct 15 04:15:00 +0000 2018,0.851,0.0,0.149,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@robertjeffress: ""This is a country that is founded on faith, it's a country that is founded on patriotism."" https://t.co/so2WaFAWzP",325
0.5216,Mon Oct 15 04:01:00 +0000 2018,0.748,0.0,0.252,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",.@HillaryClinton says @BillClinton's affair was not an abuse of power. https://t.co/1pDrcqqMPn,326
0.6908,Mon Oct 15 03:30:01 +0000 2018,0.678,0.0,0.322,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Ariana Grande and Pete Davidson reportedly call off their engagement, end romantic relationship.
https://t.co/0DyEwaGCUb",327
-0.296,Mon Oct 15 03:15:00 +0000 2018,0.879,0.121,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Sen. @marcorubio on Saudi Arabia: American 'moral credibility' on the line over response to missing journalist https://t.co/jwdTIGvrQ6,328
-0.5994,Mon Oct 15 03:00:00 +0000 2018,0.738,0.262,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Statue of Revolutionary War general given googly eyes by prankster. https://t.co/wYVdOR4GbY https://t.co/Of5W9DjurM,329
0.1027,Mon Oct 15 02:45:00 +0000 2018,0.776,0.103,0.121,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Former New York City Mayor @MikeBloomberg targeted gun safety laws and the NRA at a get-out-the-vote rally in New H… https://t.co/zEcuOfVayp,330
-0.8481,Mon Oct 15 02:30:00 +0000 2018,0.586,0.414,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Saudi Arabia vows to retaliate if Trump follows through on 'severe punishment' threat over Khashoggi. https://t.co/aN4SM8NVeJ,331
0.0772,Mon Oct 15 02:15:00 +0000 2018,0.803,0.088,0.109,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Trump says Defense Secretary Mattis could leave administration: 'He's sort of a Democrat' https://t.co/NvxCYj2MT0,332
-0.3182,Mon Oct 15 02:05:00 +0000 2018,0.526,0.292,0.182,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",@DouglasESchoen: Hillary and Holder hurting Democrats with their amazing and disgusting comments. (via… https://t.co/Wao9DyPlOE,333
-0.296,Mon Oct 15 02:00:00 +0000 2018,0.855,0.145,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Parkland suspect Nikolas Cruz trespassed at high school months before massacre, teacher says. https://t.co/xaSdbid8XA",334
-0.5994,Mon Oct 15 01:50:00 +0000 2018,0.769,0.231,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Calls for civility after vandalism, violent clashes outside GOP headquarters in New York. https://t.co/XGLVIR1IN1",335
0.0772,Mon Oct 15 01:45:00 +0000 2018,0.621,0.18,0.199,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Kangaroo attacks Australian wildlife caretaker who was attempting to save husband.
https://t.co/h3PsB7FgDQ",336
-0.7184,Mon Oct 15 01:40:00 +0000 2018,0.402,0.443,0.155,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","4 dead, 1 hurt in shooting at Texas toddler’s birthday party.
https://t.co/1RJ0W9WJLm",337
0.0,Mon Oct 15 01:34:35 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Rep. @Jim_Jordan says Rosenstein should be subpoenaed if he refuses to testify before Judiciary Committee.
https://t.co/2wi5yY0krC",338
0.0,Mon Oct 15 01:16:04 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Trump asks RNC chair Ronna McDaniel to stay on for another term, source says. https://t.co/Udyrcd9em4",339
-0.5423,Mon Oct 15 01:00:30 +0000 2018,0.741,0.259,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Hunter shoots, kills British bicyclist in French Alps, official says.
https://t.co/XqQbuDHCZV",340
0.4215,Mon Oct 15 00:53:18 +0000 2018,0.865,0.0,0.135,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Hundreds of Hondurans are reportedly headed for the U.S. border in a mass migrant march, hoping to request refugee… https://t.co/89xjdZHTHY",341
0.0,Mon Oct 15 00:47:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",.@POTUS: 'I think I know more about' NATO than Mattis does https://t.co/erj8IIjyrg,342
0.0,Mon Oct 15 00:38:44 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Doritos lure runaway pig 'the size of a mini horse' home. https://t.co/D00IJQ3TO7,343
0.0,Mon Oct 15 00:37:54 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @FoxNewsResearch: Election Spotlight 
→ Countdown: 𝟐𝟑 𝐝𝐚𝐲𝐬 to the midterms

🗳️25 Republicans represent Congressional Districts that vote…",344
0.0,Mon Oct 15 00:30:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@benshapiro: ""For Democrats, every available avenue of resistance against Republicans is justified."" https://t.co/piFJnlyF2V",345
0.0,Mon Oct 15 00:20:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Sen. @BernieSanders downplays rumors of possible 2020 run despite upcoming trip to South Carolina. https://t.co/wIiVOZuUCN,346
-0.8979,Mon Oct 15 00:12:09 +0000 2018,0.579,0.421,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tennessee man accused of killing girlfriend by running her over with car found dead in jail cell.
https://t.co/wDMuLFxr4E",347
0.1779,Mon Oct 15 00:00:32 +0000 2018,0.629,0.161,0.21,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",.@SteveHiltonx: Trump’s triumphs explain the left’s over-the-top rants over Kanye. https://t.co/YXVzQSz7aF,348
0.0,Sun Oct 14 23:50:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Chinese Ambassador to the U.S. Cui Tiankai: ""One of the fundamental principles in China's foreign policy is non-int… https://t.co/1M3PDxB1cs",349
0.0,Sun Oct 14 23:45:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Dave Chappelle: Trump Is 'Speaking to a Very Small Choir', Has 'Repugnant' Rhetoric. https://t.co/yjavAw0nqJ",350
-0.8481,Sun Oct 14 23:38:06 +0000 2018,0.586,0.414,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Saudi Arabia vows to retaliate if Trump follows through on 'severe punishment' threat over Khashoggi. https://t.co/cBEOiQI9TA,351
-0.6486,Sun Oct 14 23:24:39 +0000 2018,0.588,0.412,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Activist dies after hunger strike protesting Ganges River pollution, report says. https://t.co/V3XUuK7kUn",352
-0.4404,Sun Oct 14 23:15:00 +0000 2018,0.838,0.162,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","National Economic Council Director @larry_kudlow on @POTUS' recent criticism of the @federalreserve: ""His concern i… https://t.co/UbzgHyiWHa",353
0.4767,Sun Oct 14 23:10:00 +0000 2018,0.795,0.0,0.205,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","National Economic Council Director @larry_kudlow: ""The economy is in terrific shape."" #FNS https://t.co/YTgFnWbC7l",354
0.6908,Sun Oct 14 23:00:00 +0000 2018,0.599,0.0,0.401,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Hurricane Michael recovery efforts focused on reconnecting families, restoring livelihoods, FEMA says. https://t.co/ckcq7G04iR",355
0.6369,Sun Oct 14 22:52:00 +0000 2018,0.704,0.0,0.296,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Michigan Best Buy employees say deer walked through front door. https://t.co/yrTDug3b0E,356
-0.4215,Sun Oct 14 22:45:00 +0000 2018,0.781,0.219,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Rams' Cooper Kupp carted off field after stomach-turning leg injury. https://t.co/kuNmI6RX2S,357
-0.7269,Sun Oct 14 22:34:32 +0000 2018,0.711,0.289,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","California bus crash leaves approximately 40 people hurt, completely shuts down part of the 405 freeway.… https://t.co/3SfFUBPYm3",358
-0.5994,Sun Oct 14 22:29:38 +0000 2018,0.804,0.196,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Iran's president claims the U.S. is waging a psychological and economic war against his country. @TreyYingst report… https://t.co/DlVt9GS1xd,359
0.6908,Sun Oct 14 22:27:00 +0000 2018,0.678,0.0,0.322,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Ariana Grande and Pete Davidson reportedly call off their engagement, end romantic relationship.
https://t.co/AmWsNn1jgR",360
0.0,Sun Oct 14 22:20:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Kneeling NFL players earn $16M combined this season. https://t.co/nnagscRpm5,361
0.5267,Sun Oct 14 22:15:00 +0000 2018,0.841,0.0,0.159,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","TONIGHT: George Gilder joins @marklevinshow on ""Life, Liberty &amp; Levin"" to discuss what the next generation of techn… https://t.co/e68dD8xZiX",362
-0.7269,Sun Oct 14 22:01:24 +0000 2018,0.567,0.433,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",DEVELOPING: California bus crash leaves approximately 40 people hurt. https://t.co/cZ4x2VXYGC,363
-0.8555,Sun Oct 14 21:57:00 +0000 2018,0.561,0.439,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",New York City man strangled to death after shirt gets stuck in subway escalator. https://t.co/qVgiGr5DjZ,364
0.0,Sun Oct 14 21:47:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Kanye West returns to Twitter with video about mind control.
https://t.co/DvBosHAtpn",365
0.0516,Sun Oct 14 21:39:06 +0000 2018,0.735,0.127,0.137,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Former Acting ICE Director Homan: 'I'm Losing Faith' in Passage of Border Wall Funding After Midterms. https://t.co/9Q8n5h7zFH,366
-0.8271,Sun Oct 14 21:25:00 +0000 2018,0.661,0.339,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Would-be looter in Hurricane Michael-ravaged Florida shot, killed after trying to steal law enforcement vehicle, re… https://t.co/eNQhGsmizz",367
-0.0258,Sun Oct 14 21:17:45 +0000 2018,0.659,0.174,0.168,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Patriot Prayer rally in Portland turns bloody; American flag saved from flames https://t.co/OApClDHFYT,368
0.0,Sun Oct 14 21:11:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tesla files to trademark 'Teslaquila,' @elonmusk says it's 'coming soon' https://t.co/QJ0k4Hwaeg",369
0.0,Sun Oct 14 21:05:18 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Bowling ball smashed on worker's head at Michigan bowling alley. https://t.co/f55Q61dJh6,370
0.4215,Sun Oct 14 20:54:39 +0000 2018,0.865,0.0,0.135,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Hundreds of Hondurans are reportedly headed for the U.S. border in a mass migrant march, hoping to request refugee… https://t.co/ll9KUhzGm2",371
0.5423,Sun Oct 14 20:42:50 +0000 2018,0.569,0.133,0.299,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",".@MittRomney denies he led 'never Trump' movement, says the president's policies are 'pretty effective' https://t.co/T3bpVJF6Xm",372
0.1531,Sun Oct 14 20:27:59 +0000 2018,0.842,0.063,0.095,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Despite a massive stock market sell-off last week, top White House economic adviser Larry Kudlow touted the strengt… https://t.co/w3GVmS9tDz",373
-0.5994,Sun Oct 14 20:17:06 +0000 2018,0.83,0.17,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",The death toll is expected to rise in the wake of Hurricane Michael as recovery efforts continue. @MikeTobinFox rep… https://t.co/cMKWldnE1J,374
-0.4404,Sun Oct 14 20:00:00 +0000 2018,0.719,0.281,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","British Airways passenger charged with slapping man, exposing genitals on flight. https://t.co/ZyLkrOvqVA",375
0.0341,Sun Oct 14 19:45:00 +0000 2018,0.779,0.107,0.114,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","'First Man' opens at No. 3 despite flag controversy, fails to topple 'Venom' and 'A Star is Born'
https://t.co/XDkE7UzKmy",376
-0.7351,Sun Oct 14 19:40:00 +0000 2018,0.53,0.47,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Merkel allies suffer heavy losses in Bavaria election. https://t.co/mUicr2mRlz,377
0.4843,Sun Oct 14 19:37:00 +0000 2018,0.804,0.0,0.196,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Don't miss the final episode of ""The @benshapiro Election Special"" tonight at 8p ET on Fox News Channel. https://t.co/Y0DuXnSRxf",378
-0.296,Sun Oct 14 19:30:00 +0000 2018,0.602,0.235,0.163,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Purple Heart awarded posthumously to World War I soldier at Fort Jackson. https://t.co/eVWrfEA6d1,379
0.5216,Sun Oct 14 19:20:00 +0000 2018,0.748,0.0,0.252,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",.@HillaryClinton says @BillClinton's affair was not an abuse of power. https://t.co/1pDrcq9bqN,380
0.0,Sun Oct 14 19:14:01 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Alligator found underneath car in Kansas, police say.
https://t.co/wgOCBhZOIs",381
0.0,Sun Oct 14 19:05:58 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Chinese Ambassador to the U.S. Cui Tiankai: ""One of the fundamental principles in China's foreign policy is non-int… https://t.co/kDQe9cgoGY",382
0.0,Sun Oct 14 18:59:31 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","6-foot bull shark leaps into family fishing boat, ‘petrifies’ kids.
https://t.co/x6iqp68dD9",383
-0.2263,Sun Oct 14 18:48:13 +0000 2018,0.826,0.174,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",'A Cutting-Edge Issue': @AlanDersh Breaks Down Harvard Discrimination Lawsuit. https://t.co/mCLQKKvxVv,384
-0.4404,Sun Oct 14 18:35:40 +0000 2018,0.838,0.162,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","National Economic Council Director @larry_kudlow on @POTUS' recent criticism of the @federalreserve: ""His concern i… https://t.co/bPcLGnicf4",385
