Compound,Date,Negative,Neutral,Positive,Source account,Text,Tweets Ago
0.4404,Fri Oct 12 06:11:01 +0000 2018,0.775,0.0,0.225,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","💫📚 ""A library is truly a place of magic"" - @JK_Rowling
#LibrariesWeek  https://t.co/6zX1i0KbY1",96
0.4588,Thu Oct 11 20:47:04 +0000 2018,0.85,0.0,0.15,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",They're the Beatles for the 21st Century - a global sensation that generates mania and devotion in equal measure.… https://t.co/lajc646nHL,97
0.6908,Thu Oct 11 18:52:02 +0000 2018,0.659,0.0,0.341,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","These baby chimps were rescued from the #IllegalWildlifeTrade, thanks to a BBC investigation. https://t.co/wVce18VN6U",98
0.6249,Thu Oct 11 18:04:06 +0000 2018,0.662,0.0,0.338,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",🌍 What would you be prepared to do to save the planet?  https://t.co/LU7xI09jYf,99
-0.0094,Thu Oct 11 16:04:01 +0000 2018,0.792,0.104,0.103,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",RT @BBCWomansHour: Do we need to banish the phrase ‘bingo wings’? 💭 Jo Brand thinks so. 🙅♀️ Hear more of the comedian right here: 👉 https:/…,100
0.4588,Mon Oct 15 19:40:07 +0000 2018,0.85,0.0,0.15,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Sixty-seven years ago, legendary CBS sitcom #ILoveLucy premiered on this day in #CBStory. What's your favorite epis… https://t.co/iOgv99L21F",101
0.0,Mon Oct 15 17:41:20 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @MagnumPICBS: Woof woof woof! (Translation: #MagnumPI is new tonight at 9/8c!) https://t.co/hBkiJUVZD3,102
0.5562,Sun Oct 14 23:29:25 +0000 2018,0.796,0.0,0.204,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Hooray! #CBS Sunday schedule starting on time. All new episodes: 
#60Minutes 7:30pmET/7pmPT 
#GodFriendedMe 8:30pmE… https://t.co/XJQ40QeUS8",103
0.0,Sun Oct 14 20:00:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Dust off your dancing shoes! Michael Jackson’s Halloween airs Saturday, Oct. 20 at 8/7c on CBS. https://t.co/o0PoEUj1Xn",104
0.0,Sun Oct 14 15:22:32 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @CBSAllAccess: Sundays were made for NFL on CBS. 🏈 https://t.co/vsod8jYeZl https://t.co/OtJL7e94BA,105
0.4466,Sat Oct 13 03:09:33 +0000 2018,0.693,0.094,0.213,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DVR ALERT for Viewers in EAST/CENTRAL Time Zones, please note *possible* football delay for CBS shows on Sunday eve… https://t.co/VB9W5WaUqL",106
0.7579,Fri Oct 12 17:59:00 +0000 2018,0.735,0.0,0.265,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",This bonus spin was just a part of what made #PriceIsRight's Big Money Week enormous. What was your favorite moment? https://t.co/mhU50K8dJd,107
0.5093,Thu Oct 11 18:05:06 +0000 2018,0.838,0.0,0.162,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @CBSAllAccess: Welcome to #TheTwilightZone, @justsanaa! The new series is coming to CBS All Access in 2019. 🌀 https://t.co/NdB7Vf4vdb",108
0.4939,Wed Oct 10 20:31:12 +0000 2018,0.802,0.0,0.198,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Ready to get into the Halloween spirit? An encore presentation of Michael Jackson’s Halloween will air Saturday, Oc… https://t.co/sgLdtV4SaR",109
-0.34,Tue Oct 09 19:23:28 +0000 2018,0.893,0.107,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@ira We may have accidentally offered the job already to Catherine Deneuve, thinking we were talking to you on the… https://t.co/4BgA5HgSeB",110
0.4215,Mon Oct 08 23:48:50 +0000 2018,0.763,0.0,0.237,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @MadamSecretary: #ICYMI: A powerful moment from last night. #MadamSecretary https://t.co/MgQ11RlFmR,111
0.6696,Mon Oct 08 16:37:00 +0000 2018,0.817,0.0,0.183,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @WorldsBestCBS: It’s the world’s best news! @JKCorden will host, and @DrewBarrymore, @RuPaul and @FaithHill will serve as judges of the…",112
0.3612,Sun Oct 07 14:00:01 +0000 2018,0.902,0.0,0.098,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",All the action on the gridiron from the comfort of your couch. Watch NFL on CBS LIVE today starting at 1pm ET. 🏈… https://t.co/WiXBm46gNV,113
0.0772,Sat Oct 06 21:33:36 +0000 2018,0.936,0.0,0.064,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @CBSAllAccess: Take a first look at Spock, Number One, and Section 31’s newest recruit. #StarTrekDiscovery returns January 17, 2019. htt…",114
0.5423,Fri Oct 05 23:30:00 +0000 2018,0.8,0.0,0.2,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Viewers in Atlanta, Charlotte, Pittsburgh, and most of Michigan and Wisconsin, please take note of the DVR alert be… https://t.co/fradnBOvdk",115
-0.3612,Fri Oct 05 20:10:09 +0000 2018,0.821,0.179,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @MadamSecretary: Worlds collide when former Secretaries of State @HillaryClinton, @madeleine, and Colin Powell stop by #MadamSecretary f…",116
0.0,Fri Oct 05 19:23:53 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",".@TheNeighborhood's @BethBehrs and @latelateshow may have come up with a new hit show called ""Naked Rabbi.""… https://t.co/KLsSlzgC0f",117
-0.6808,Fri Oct 05 17:42:12 +0000 2018,0.811,0.189,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @FBICBS: When a killer's victim survives to tell the tale, it's up to the team to catch him before he kills again. 

The first SEVEN MIN…",118
0.3612,Fri Oct 05 16:45:23 +0000 2018,0.828,0.0,0.172,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",But you know the CBS Fall TV that makes YOU smile. #WorldSmileDay https://t.co/JVOh5TlK0D,119
0.4767,Fri Oct 05 16:45:22 +0000 2018,0.721,0.0,0.279,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Not everyone smiles at the same shows #WorldSmileDay https://t.co/XFwNIFleXf,120
0.4588,Mon Oct 15 19:40:07 +0000 2018,0.85,0.0,0.15,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Sixty-seven years ago, legendary CBS sitcom #ILoveLucy premiered on this day in #CBStory. What's your favorite epis… https://t.co/iOgv99L21F",121
0.0,Mon Oct 15 17:41:20 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @MagnumPICBS: Woof woof woof! (Translation: #MagnumPI is new tonight at 9/8c!) https://t.co/hBkiJUVZD3,122
0.5562,Sun Oct 14 23:29:25 +0000 2018,0.796,0.0,0.204,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Hooray! #CBS Sunday schedule starting on time. All new episodes: 
#60Minutes 7:30pmET/7pmPT 
#GodFriendedMe 8:30pmE… https://t.co/XJQ40QeUS8",123
0.0,Sun Oct 14 20:00:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Dust off your dancing shoes! Michael Jackson’s Halloween airs Saturday, Oct. 20 at 8/7c on CBS. https://t.co/o0PoEUj1Xn",124
0.0,Sun Oct 14 15:22:32 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @CBSAllAccess: Sundays were made for NFL on CBS. 🏈 https://t.co/vsod8jYeZl https://t.co/OtJL7e94BA,125
0.4466,Sat Oct 13 03:09:33 +0000 2018,0.693,0.094,0.213,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DVR ALERT for Viewers in EAST/CENTRAL Time Zones, please note *possible* football delay for CBS shows on Sunday eve… https://t.co/VB9W5WaUqL",126
0.7579,Fri Oct 12 17:59:00 +0000 2018,0.735,0.0,0.265,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",This bonus spin was just a part of what made #PriceIsRight's Big Money Week enormous. What was your favorite moment? https://t.co/mhU50K8dJd,127
0.5093,Thu Oct 11 18:05:06 +0000 2018,0.838,0.0,0.162,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @CBSAllAccess: Welcome to #TheTwilightZone, @justsanaa! The new series is coming to CBS All Access in 2019. 🌀 https://t.co/NdB7Vf4vdb",128
0.4939,Wed Oct 10 20:31:12 +0000 2018,0.802,0.0,0.198,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Ready to get into the Halloween spirit? An encore presentation of Michael Jackson’s Halloween will air Saturday, Oc… https://t.co/sgLdtV4SaR",129
-0.34,Tue Oct 09 19:23:28 +0000 2018,0.893,0.107,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@ira We may have accidentally offered the job already to Catherine Deneuve, thinking we were talking to you on the… https://t.co/4BgA5HgSeB",130
0.4215,Mon Oct 08 23:48:50 +0000 2018,0.763,0.0,0.237,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @MadamSecretary: #ICYMI: A powerful moment from last night. #MadamSecretary https://t.co/MgQ11RlFmR,131
0.6696,Mon Oct 08 16:37:00 +0000 2018,0.817,0.0,0.183,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @WorldsBestCBS: It’s the world’s best news! @JKCorden will host, and @DrewBarrymore, @RuPaul and @FaithHill will serve as judges of the…",132
0.3612,Sun Oct 07 14:00:01 +0000 2018,0.902,0.0,0.098,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",All the action on the gridiron from the comfort of your couch. Watch NFL on CBS LIVE today starting at 1pm ET. 🏈… https://t.co/WiXBm46gNV,133
0.0772,Sat Oct 06 21:33:36 +0000 2018,0.936,0.0,0.064,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @CBSAllAccess: Take a first look at Spock, Number One, and Section 31’s newest recruit. #StarTrekDiscovery returns January 17, 2019. htt…",134
0.5423,Fri Oct 05 23:30:00 +0000 2018,0.8,0.0,0.2,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Viewers in Atlanta, Charlotte, Pittsburgh, and most of Michigan and Wisconsin, please take note of the DVR alert be… https://t.co/fradnBOvdk",135
-0.3612,Fri Oct 05 20:10:09 +0000 2018,0.821,0.179,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @MadamSecretary: Worlds collide when former Secretaries of State @HillaryClinton, @madeleine, and Colin Powell stop by #MadamSecretary f…",136
0.0,Fri Oct 05 19:23:53 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",".@TheNeighborhood's @BethBehrs and @latelateshow may have come up with a new hit show called ""Naked Rabbi.""… https://t.co/KLsSlzgC0f",137
-0.6808,Fri Oct 05 17:42:12 +0000 2018,0.811,0.189,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @FBICBS: When a killer's victim survives to tell the tale, it's up to the team to catch him before he kills again. 

The first SEVEN MIN…",138
0.3612,Fri Oct 05 16:45:23 +0000 2018,0.828,0.0,0.172,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",But you know the CBS Fall TV that makes YOU smile. #WorldSmileDay https://t.co/JVOh5TlK0D,139
0.4767,Fri Oct 05 16:45:22 +0000 2018,0.721,0.0,0.279,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Not everyone smiles at the same shows #WorldSmileDay https://t.co/XFwNIFleXf,140
0.3612,Fri Oct 05 16:45:22 +0000 2018,0.8,0.0,0.2,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","And smile at shows that, you know, get you. #WorldSmileDay https://t.co/9JpmKkB7Ky",141
0.6124,Fri Oct 05 16:45:21 +0000 2018,0.667,0.0,0.333,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Smile at shows you’ve been meaning to smile at before #WorldSmileDay https://t.co/MWrtrX62BP,142
0.7003,Fri Oct 05 16:45:21 +0000 2018,0.58,0.0,0.42,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Get right back into smiling with your favorites #WorldSmileDay https://t.co/BohCiTymMO,143
0.3612,Fri Oct 05 16:45:19 +0000 2018,0.737,0.0,0.263,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Time to smile at new shows #WorldSmileDay https://t.co/n45SpVXuOq,144
0.4199,Fri Oct 05 16:45:19 +0000 2018,0.715,0.0,0.285,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Smile! CBS Fall TV is here. #WorldSmileDay https://t.co/QhmtAmJL0X,145
0.0,Thu Oct 04 17:17:46 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","The Big Bang Theory.
Young Sheldon, Mom, Murphy Brown.
S.W.A.T. Watch them tonight.

#NationalPoetryDay",146
-0.3875,Thu Oct 04 00:34:37 +0000 2018,0.774,0.226,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@shygirlsue @Ranker And we couldn't be prouder of you.😊 https://t.co/Rt9bRkv32J,147
0.0,Wed Oct 03 23:45:21 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@suferah_khan https://t.co/hkLN6VK6WI,148
0.7906,Wed Oct 03 23:39:03 +0000 2018,0.682,0.0,0.318,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",.@Ranker is ranking the best CBS shows of all time. Did your favorites make the list? https://t.co/D3ZrfZK0Q9,149
0.4939,Wed Oct 03 19:35:31 +0000 2018,0.849,0.0,0.151,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",".@CrimMinds_CBS returns tonight for its 300th episode. In honor of the milestone season premiere, the cast has a me… https://t.co/o9aKkBKKtw",150
0.6956,Wed Oct 03 17:05:20 +0000 2018,0.69,0.0,0.31,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",".@wayansjr debuted his perfect impression of his father on @colbertlateshow but everybody, be cool, and don't tell… https://t.co/MWa9UNOORj",151
0.8858,Tue Oct 02 21:25:29 +0000 2018,0.646,0.0,0.354,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @CBSAllAccess: It's a great day to be a fan of #TheTwilightZone! We're celebrating the 59th anniversary of the classic series AND the of…,152
0.0,Tue Oct 02 18:36:26 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","⚡️ “Happy Together Premieres on CBS”

https://t.co/W7IvELcMcw",153
-0.4449,Tue Oct 02 17:52:53 +0000 2018,0.836,0.164,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@miamicah We don't know for sure about that, but we are sure that you should be some sort of TV detective. 🙂 https://t.co/uW5aSn7jlO",154
0.0,Tue Oct 02 16:49:34 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","⚡️ “The Neighborhood Premieres on CBS”

https://t.co/R72l342BFE",155
0.3182,Tue Oct 02 02:42:23 +0000 2018,0.881,0.0,0.119,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @startrekcbs: Discover the next adventure of #StarTrekDiscovery January 2019, and catch #Starfleet at @NY_Comic_Con THIS Saturday. https…",156
0.765,Tue Oct 02 01:10:54 +0000 2018,0.708,0.0,0.292,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",The stars of @TheNeighborhood and @happytogether celebrated their shows' premieres on CBS tonight with a good old f… https://t.co/fu9SJzv7hZ,157
0.0,Tue Oct 02 00:01:07 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @TheNeighborhood: It's almost time! Our live Q&amp;A with the casts of #TheNeighborhood &amp; #HappyTogether is starting at 8pm ET/ 5pm PT. 

Se…",158
0.0,Mon Oct 01 21:56:03 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Head over to the CBS Facebook page now for the #FacebookLive with @happytogether’s @wayansjr and @TheNeighborhood’s… https://t.co/37QOrVA1sh,159
0.296,Mon Oct 01 16:33:11 +0000 2018,0.864,0.0,0.136,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Join @happytogether's @wayansjr and @TheNeighborhood's @iamgreenfield for a Facebook Live TODAY at 5:45p ET/2:45 PT… https://t.co/klrx7cA41H,160
-0.2263,Sun Sep 30 23:51:26 +0000 2018,0.909,0.091,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Due to #NFL football game overrun, #CBS Sunday lineup is delayed in East/Central time zones ONLY. New start times:… https://t.co/zmEn7CVlUi",161
0.6124,Sun Sep 30 17:00:00 +0000 2018,0.81,0.0,0.19,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",The cast of @GodFriendedMe answers some heavenly questions about social media before the show premieres tonight aft… https://t.co/61Tx2GTn35,162
0.0,Sun Sep 30 14:34:18 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @CBSAllAccess: Stream NFL on CBS LIVE today starting at 1pm ET on CBS All Access! 🏈 https://t.co/vsod8jYeZl https://t.co/UBp3R4UCAd,163
0.0,Fri Sep 28 22:22:01 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","On @colbertlateshow, @TheNeighborhood's @CedEntertainer and Stephen recall the first time they met on a night when… https://t.co/vjz1zVg4sR",164
0.0,Fri Sep 28 20:16:14 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",".@happytogether's @wayansjr, @HereIsGina &amp; @latelateshow discuss the pros and cons of living with a pop star. Con:… https://t.co/PLXFxfheW7",165
0.0,Fri Sep 28 17:52:41 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","If you haven't seen @SEALTeamCBS, make it your mission to know them before the #SEALTeam Season 2 premiere October… https://t.co/NhCPI3lZSV",166
0.0,Fri Sep 28 16:51:50 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","⚡️ “Murphy Brown Returns to CBS”

https://t.co/3vsAg7WcB1",167
0.0,Thu Sep 27 20:19:18 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",.@TheNeighborhood's @iamgreenfield revealing his Fiddler on the Roof goals on @latelateshow will be the earworm you… https://t.co/swbh8HPwA1,168
0.0,Thu Sep 27 20:01:53 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @MurphyBrownCBS: A moment 20 years in the making all comes down to this. #MurphyBrown returns to @CBS tonight! https://t.co/tWSMFM3YbG,169
0.0,Thu Sep 27 17:19:16 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Candice Bergen tells @colbertlateshow the presidential way tonight's @MurphyBrownCBS premiere imitates life, albeit… https://t.co/4Kbk8gt6nS",170
-0.34,Thu Sep 27 16:58:08 +0000 2018,0.526,0.283,0.191,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@marlagardner222 @jay_hernandez Good idea. The theme song is a dead giveaway. 😉,171
0.0,Thu Sep 27 00:44:13 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@queenmama7777 @CBSAllAccess We believe in you! https://t.co/ZK0xaPRxVr,172
0.0,Thu Sep 27 00:42:15 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@BSkyjackcity @jokersupdates @CBSAllAccess On it. https://t.co/yxKX9ry7fw,173
0.1139,Wed Sep 26 21:49:27 +0000 2018,0.929,0.0,0.071,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Sixteen houseguests entered and now it's down to the Final 3. Don't miss a second of the 90-minute #BB20Finale toni… https://t.co/KwDHR9Hfqu,174
0.6249,Wed Sep 26 19:57:54 +0000 2018,0.779,0.0,0.221,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","The tribe has spoken, and they do a pretty decent @JeffProbst impression just in time for the @survivorcbs Season P… https://t.co/2Ps8VKblay",175
0.0,Wed Sep 26 17:25:43 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","⚡️ “FBI Premieres on CBS”

https://t.co/faL6iHZc5g",176
-0.2714,Tue Sep 25 21:10:56 +0000 2018,0.745,0.149,0.106,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @CBSAllAccess: A night of crime dramas?! Oh yes. 🙌 Stream @NCIS_CBS, @FBICBS &amp; @NCISNewOrleans starting at 8/7c on CBS All Access: https…",177
-0.2263,Tue Sep 25 20:31:45 +0000 2018,0.909,0.091,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Before @FBICBS premieres tonight, @mperegrym stopped by @CBSThisMorning to talk about her role as an FBI agent in t… https://t.co/CPVki4Hv8y",178
0.0,Tue Sep 25 19:54:26 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @CBSAllAccess: 🚨 @PatrickBrammall. Tim Meadows. @jessicaalba. @iamgreenfield. @AHWAmySedaris. @ChrisGethard. @JoeManganiello. AND SO MAN…,179
0.7901,Tue Sep 25 19:45:33 +0000 2018,0.709,0.0,0.291,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @bigbangtheory: Happy #NationalComicBookDay from Sheldon and his many shirts! How are you sporting your favorite superhero today? #BigBa…,180
0.0,Tue Sep 25 18:34:26 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","⚡️ “Magnum P.I. Premieres on CBS”

https://t.co/UtbQlcDG8S",181
0.0,Tue Sep 25 18:05:31 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",".@jay_hernandez went on @latelateshow to talk about @MagnumPICBS, but he may have gotten @TiffanyHaddish as a surf… https://t.co/a3acRu10aw",182
0.0,Mon Sep 24 18:56:15 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @60Minutes: 60 Minutes turns 50 today. Tick, tick, tick ... https://t.co/3CVKEs9J7F",183
-0.2263,Sun Sep 23 23:24:03 +0000 2018,0.913,0.087,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Due to #NFL football game overrun, #CBS Sunday lineup is delayed in ATL, Indy, NOLA, Kansas City, NYC, Philly, Prov… https://t.co/fejqoxtvSY",184
0.0,Sun Sep 23 14:00:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Kick off your Sunday with @NFL on CBS. Catch your local games live on CBS and @CBSAllAccess. 🏈📺… https://t.co/kbo7N27mY9,185
0.296,Fri Sep 21 19:18:00 +0000 2018,0.758,0.098,0.144,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","How does $100,000 sound? Because someone is going to win all that tonight on the @TKOCBS Battle Royale finale at 9p… https://t.co/JEuUZ2QlQh",186
-0.1531,Fri Sep 21 17:46:26 +0000 2018,0.672,0.187,0.142,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@colbertlateshow @IainLoveTheatre @IainLoveTheatre made a compelling argument. We'll get back to you. 😉,187
0.296,Thu Sep 20 23:17:19 +0000 2018,0.891,0.0,0.109,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Now that @bigbangtheory is entering its last season, Kaley Cuoco admits to @latelateshow she's over the show's noto… https://t.co/xvhlMWBhSX",188
0.6467,Thu Sep 20 21:38:21 +0000 2018,0.843,0.0,0.157,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @HawaiiFive0CBS: It’s the big Five-0! 🎉 🌊 #H50 premiered on this day in 1968! Celebrate 50 years of Hawaii Five-0 with every season of b…,189
0.0,Thu Sep 20 16:47:26 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @JordanPeele: 📺🌀 https://t.co/CygbVi4JFC,190
-0.0531,Wed Sep 19 19:07:37 +0000 2018,0.588,0.236,0.176,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",The @latelateshow and @JKCorden will never be good enough for @henrygolding's crazy rich mom.… https://t.co/xVmH5Iyfvs,191
0.6486,Tue Sep 18 17:04:20 +0000 2018,0.791,0.0,0.209,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @CBSThisMorning: Imagine receiving a digital friend request from someone claiming to be God. What would you do? The new @CBS drama @GodF…,192
0.9642,Mon Sep 17 22:01:52 +0000 2018,0.473,0.0,0.527,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @PriceIsRight: We're thrilled to be back with all new, fun, and exciting shows!!  We hope to give you another award winning season! HERE…",193
0.0,Mon Sep 17 21:41:20 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @SalvationCBS: X marks the spot on the heart-stopping season finale of #SalvationCBS tonight at 9/8c on CBS &amp; CBS All Access: https://t.…,194
0.3612,Mon Sep 17 19:18:37 +0000 2018,0.737,0.0,0.263,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Waiting for tonight's @Elementary_CBS season finale like https://t.co/Ou8342vGT9,195
-0.2263,Sun Sep 16 23:48:59 +0000 2018,0.909,0.091,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Due to an NFL overrun, the CBS Sunday lineup is delayed in the East/Central cities ONLY. New start times:… https://t.co/IypoJ0l16P",196
