Compound,Date,Negative,Neutral,Positive,Source account,Text,Tweets Ago
0.0,Sun Sep 16 14:33:46 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @CBSAllAccess: Sundays were made for NFL on CBS. 🏈💯 Stream NFL on CBS All Access live today: https://t.co/vsod8jGE7N https://t.co/co2528…,197
-0.4322,Sat Sep 15 16:00:01 +0000 2018,0.771,0.159,0.07,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","What happens when a PTA mom steals nearly $100,000 from her daughter's school? Don't miss the #PinkCollarCrimes sea… https://t.co/Gjiy0pByaE",198
-0.2481,Fri Sep 14 18:22:59 +0000 2018,0.571,0.248,0.181,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @CBSAllAccess: No internet, no problem. You can now download and play your favorite shows on CBS All Access! 🙌 Learn how: https://t.co/y…",199
0.0,Thu Sep 13 20:52:06 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@PlaggemeyLee Mac's putting something together. 😉 https://t.co/6ww5HlV6Bx,200
0.0772,Tue Oct 16 04:12:29 +0000 2018,0.944,0.0,0.056,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @CNNTonight: The artist who painted ""The Republican Club,"" now hanging in the White House, says President Trump is ""a challenge to paint…",201
-0.6597,Tue Oct 16 04:08:47 +0000 2018,0.769,0.231,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @CNNTonight: Pres. Trump touts Saudi King's denial in Khashoggi's disappearance; suggests ""rogue killers"" 

""Why is this President so ea…",202
0.0,Tue Oct 16 04:00:16 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","The artist who painted ""The Republican Club,"" now hanging in the White House, says President Trump is ""a challenge… https://t.co/vlYcIZlDEZ",203
0.128,Tue Oct 16 03:45:04 +0000 2018,0.927,0.0,0.073,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Jeff Bezos says his companies will continue to do business with the US Department of Defense, despite internal and… https://t.co/z8vV3DMlPU",204
0.0,Tue Oct 16 03:37:02 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Here's where Saudi Arabia has invested around the world https://t.co/CP0yXI2hL5 https://t.co/1NWABokPxp,205
-0.2263,Tue Oct 16 03:30:16 +0000 2018,0.909,0.091,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",A proposal that would change how protests can be held around some of the capital's most iconic sites has attracted… https://t.co/9TgDawgysd,206
0.128,Tue Oct 16 03:22:05 +0000 2018,0.923,0.0,0.077,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","US Secretary of Defense James Mattis says he's on Trump's ""team"" after President says he's ""sort of a Democrat""… https://t.co/mtzNOV2Z8j",207
0.0,Tue Oct 16 03:15:04 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",US Health and Human Services Secretary Alex Azar rips the pharmaceutical industry in policy speech over soaring dru… https://t.co/CAp8tAvdrx,208
0.0,Tue Oct 16 03:07:03 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","I am a Native American. I have some questions for Elizabeth Warren, writes Simon Moya-Smith for @CNNOpinion.… https://t.co/rmZ5Z72saz",209
-0.2263,Tue Oct 16 03:00:14 +0000 2018,0.863,0.137,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Fracking commences in UK for first time since 2011, drawing protests https://t.co/5asLg5TBiU https://t.co/mvnW7V80vu",210
-0.2263,Tue Oct 16 02:52:03 +0000 2018,0.863,0.137,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Jimmy Kimmel misses talking about TV shows instead of Trump too https://t.co/SWFcztOUG9 https://t.co/IJrVPZnBA7,211
0.0,Tue Oct 16 02:45:05 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Democrats need Latino voters — but fret too many will skip the midterms https://t.co/YXCz7qXSoT https://t.co/7hflCE8mf9,212
0.0,Tue Oct 16 02:37:03 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",9 dishes every visitor to northern Thailand needs to try https://t.co/IrKiziKiVk https://t.co/Wbrqkc4l9R,213
0.1779,Tue Oct 16 02:30:16 +0000 2018,0.876,0.0,0.124,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Hurricane Michael forces campaigning to the sidelines in competitive Florida races https://t.co/CSKtIAMg07 https://t.co/zLxxamTdQt,214
0.0,Tue Oct 16 02:22:05 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Sen. Warren's DNA test showcases shift in tactics ahead of 2020 https://t.co/OC4S1xDY2S https://t.co/OmwuiUSw3x,215
0.0,Tue Oct 16 02:15:06 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Quickly catch up on the day's news https://t.co/2tbiE3K6xz https://t.co/k59dVDQ4V6,216
0.0,Tue Oct 16 02:07:06 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Family makes last-minute plea to keep 9-year-old on ventilator https://t.co/c8PqX9fPKy https://t.co/URRCIORudB,217
0.3607,Tue Oct 16 02:02:07 +0000 2018,0.683,0.109,0.209,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @CuomoPrimeTime: Democratic Sen. @ChrisCoons: If ""Trump won't send a strong signal that the US still puts values, like protecting human…",218
-0.5267,Tue Oct 16 02:00:05 +0000 2018,0.815,0.185,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Trapped by Hurricane Michael, some residents summoned aid by spelling out ""HELP"" with logs https://t.co/0nnCBaBjqX https://t.co/1YikIEVaOX",219
0.3612,Tue Oct 16 01:52:04 +0000 2018,0.865,0.0,0.135,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Washington governor slams plan to use West Coast military bases to ship coal, natural gas https://t.co/eLk75XYZWv https://t.co/XqJzrWuhQg",220
0.0772,Tue Oct 16 04:12:29 +0000 2018,0.944,0.0,0.056,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @CNNTonight: The artist who painted ""The Republican Club,"" now hanging in the White House, says President Trump is ""a challenge to paint…",221
-0.6597,Tue Oct 16 04:08:47 +0000 2018,0.769,0.231,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @CNNTonight: Pres. Trump touts Saudi King's denial in Khashoggi's disappearance; suggests ""rogue killers"" 

""Why is this President so ea…",222
0.0,Tue Oct 16 04:00:16 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","The artist who painted ""The Republican Club,"" now hanging in the White House, says President Trump is ""a challenge… https://t.co/vlYcIZlDEZ",223
0.128,Tue Oct 16 03:45:04 +0000 2018,0.927,0.0,0.073,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Jeff Bezos says his companies will continue to do business with the US Department of Defense, despite internal and… https://t.co/z8vV3DMlPU",224
0.0,Tue Oct 16 03:37:02 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Here's where Saudi Arabia has invested around the world https://t.co/CP0yXI2hL5 https://t.co/1NWABokPxp,225
-0.2263,Tue Oct 16 03:30:16 +0000 2018,0.909,0.091,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",A proposal that would change how protests can be held around some of the capital's most iconic sites has attracted… https://t.co/9TgDawgysd,226
0.128,Tue Oct 16 03:22:05 +0000 2018,0.923,0.0,0.077,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","US Secretary of Defense James Mattis says he's on Trump's ""team"" after President says he's ""sort of a Democrat""… https://t.co/mtzNOV2Z8j",227
0.0,Tue Oct 16 03:15:04 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",US Health and Human Services Secretary Alex Azar rips the pharmaceutical industry in policy speech over soaring dru… https://t.co/CAp8tAvdrx,228
0.0,Tue Oct 16 03:07:03 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","I am a Native American. I have some questions for Elizabeth Warren, writes Simon Moya-Smith for @CNNOpinion.… https://t.co/rmZ5Z72saz",229
-0.2263,Tue Oct 16 03:00:14 +0000 2018,0.863,0.137,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Fracking commences in UK for first time since 2011, drawing protests https://t.co/5asLg5TBiU https://t.co/mvnW7V80vu",230
-0.2263,Tue Oct 16 02:52:03 +0000 2018,0.863,0.137,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Jimmy Kimmel misses talking about TV shows instead of Trump too https://t.co/SWFcztOUG9 https://t.co/IJrVPZnBA7,231
0.0,Tue Oct 16 02:45:05 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Democrats need Latino voters — but fret too many will skip the midterms https://t.co/YXCz7qXSoT https://t.co/7hflCE8mf9,232
0.0,Tue Oct 16 02:37:03 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",9 dishes every visitor to northern Thailand needs to try https://t.co/IrKiziKiVk https://t.co/Wbrqkc4l9R,233
0.1779,Tue Oct 16 02:30:16 +0000 2018,0.876,0.0,0.124,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Hurricane Michael forces campaigning to the sidelines in competitive Florida races https://t.co/CSKtIAMg07 https://t.co/zLxxamTdQt,234
0.0,Tue Oct 16 02:22:05 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Sen. Warren's DNA test showcases shift in tactics ahead of 2020 https://t.co/OC4S1xDY2S https://t.co/OmwuiUSw3x,235
0.0,Tue Oct 16 02:15:06 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Quickly catch up on the day's news https://t.co/2tbiE3K6xz https://t.co/k59dVDQ4V6,236
0.0,Tue Oct 16 02:07:06 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Family makes last-minute plea to keep 9-year-old on ventilator https://t.co/c8PqX9fPKy https://t.co/URRCIORudB,237
0.3607,Tue Oct 16 02:02:07 +0000 2018,0.683,0.109,0.209,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @CuomoPrimeTime: Democratic Sen. @ChrisCoons: If ""Trump won't send a strong signal that the US still puts values, like protecting human…",238
-0.5267,Tue Oct 16 02:00:05 +0000 2018,0.815,0.185,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Trapped by Hurricane Michael, some residents summoned aid by spelling out ""HELP"" with logs https://t.co/0nnCBaBjqX https://t.co/1YikIEVaOX",239
0.3612,Tue Oct 16 01:52:04 +0000 2018,0.865,0.0,0.135,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Washington governor slams plan to use West Coast military bases to ship coal, natural gas https://t.co/eLk75XYZWv https://t.co/XqJzrWuhQg",240
-0.4019,Tue Oct 16 01:45:04 +0000 2018,0.803,0.197,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",US deficit rises 17% to the highest level since 2012 https://t.co/XPhfskVgZD https://t.co/EOw3oANsOf,241
-0.4019,Tue Oct 16 01:38:05 +0000 2018,0.881,0.119,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @CuomoPrimeTime: GOP Sen. @BenSasse tells @ChrisCuomo he's reviewed intel that suggests ""Saudi Arabia has real problems"" on the case of…",242
0.0,Tue Oct 16 01:30:01 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",This historic airliner has been trucked 300 miles on its way to becoming a hotel bar at John F. Kennedy Internation… https://t.co/wgHziOhFOR,243
0.4939,Tue Oct 16 01:22:04 +0000 2018,0.802,0.0,0.198,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","In the first day of a trial focused on Harvard's admissions process, lawyers challenging the Ivy League campus laid… https://t.co/TkjFMLGt4P",244
-0.5023,Tue Oct 16 01:15:04 +0000 2018,0.847,0.153,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","President Trump says he believes ""there is something there"" regarding climate change, but once again casts doubt on… https://t.co/MMJEjchgWU",245
0.0,Tue Oct 16 01:07:03 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",What you need to know about Saudi journalist Jamal Khashoggi's disappearance https://t.co/gs5l0CXKM9 https://t.co/f3ecvCoZ2j,246
-0.6597,Tue Oct 16 01:03:39 +0000 2018,0.82,0.18,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @AC360: Independent Sen. @BernieSanders on the Saudis' denial of killing journalist: 

""If the Saudi embassy invites you for a little di…",247
-0.8055,Tue Oct 16 01:00:05 +0000 2018,0.723,0.277,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Colorado will vote next month on changing language in its state constitution so that it no longer allows slavery as… https://t.co/2XmxYtYQ3G,248
-0.2732,Tue Oct 16 00:59:37 +0000 2018,0.905,0.095,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @OutFrontCNN: Polls show a tight race in Arizona, where two women, Republican Martha McSally and Democrat Kyrsten Sinema, are battling n…",249
-0.4019,Tue Oct 16 00:52:05 +0000 2018,0.803,0.197,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Most states facing confirmed or possible cases of polio-like illness https://t.co/486MquBTrX https://t.co/5q9OZSLC56,250
0.7717,Tue Oct 16 00:48:23 +0000 2018,0.739,0.0,0.261,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @OutFrontCNN: ""If you buy this was a 'rogue' operation, I've got an Israeli-Palestinian peace agreement to sell you."" Aaron David Miller…",251
-0.3713,Tue Oct 16 00:47:35 +0000 2018,0.904,0.096,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @OutFrontCNN: ""It's not particularly helpful to Indian country for this kind of debate to go back and forth. We have a lot of issues. We…",252
0.0,Tue Oct 16 00:46:09 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",RT @OutFrontCNN: Sen. Todd Young lays out what he believes the US response to the Saudi government should be for Khashoggi's disappearance:…,253
-0.296,Tue Oct 16 00:45:03 +0000 2018,0.833,0.167,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Saudi Arabia is No. 2 supplier of oil to the US https://t.co/3dBY9PeF9U https://t.co/hmEKf53dnz,254
0.0,Tue Oct 16 00:37:03 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Administration officials are weighing a proposal that could result in parents and kids once again being split up by… https://t.co/A2Zv9yUcLv,255
-0.5994,Tue Oct 16 00:34:51 +0000 2018,0.837,0.163,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Hurricane Michael’s death toll has grown to at least 19 after a body was found in Mexico Beach, Florida. A city off… https://t.co/hAEv3Dtjr1",256
0.0,Tue Oct 16 00:30:02 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",President Trump and first lady Melania Trump tour hurricane-ravaged Florida and Georgia https://t.co/75SjY8gJuR https://t.co/R6QqL9xFsj,257
-0.7918,Tue Oct 16 00:15:06 +0000 2018,0.631,0.369,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Banning spanking and other corporal punishment is tied to less youth violence https://t.co/iERW1bnaX8 https://t.co/kOhHgZI8rn,258
0.0,Tue Oct 16 00:00:04 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","A 2,000 foot-long floating pipe nicknamed Wilson is about to start its mission to collect all the plastic in the mi… https://t.co/KlzL9rlmUP",259
-0.8934,Mon Oct 15 23:45:11 +0000 2018,0.599,0.401,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Former NFL star and convicted murderer Aaron Hernandez was beaten and sexually abused as a child, according to a re… https://t.co/xxjI9GJcRh",260
0.0,Mon Oct 15 23:34:22 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @OutFrontCNN: Trump highlighted the Saudi King's denial of involvement in the disappearance of Jamal Khashoggi and suggested ""rogue kill…",261
-0.0772,Mon Oct 15 23:30:08 +0000 2018,0.915,0.085,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Here's how much a lobbying firm for Saudi Arabia spent at Trump's Washington hotel https://t.co/e5QxOIFXfv https://t.co/oIZiRN1bDH,262
-0.2263,Mon Oct 15 23:26:29 +0000 2018,0.863,0.137,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Read the judge's dismissal of Stormy Daniels' lawsuit against Donald Trump https://t.co/Q8ef0fTugI https://t.co/02jmVcTorX,263
0.0,Mon Oct 15 23:15:06 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Senate Judiciary Committee Chairman Chuck Grassley tells committee Democrats that he would move forward with two he… https://t.co/XXVlLZ8lKa,264
-0.128,Mon Oct 15 23:07:06 +0000 2018,0.87,0.13,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Media company Endeavor considering cutting ties with Saudi Arabia https://t.co/dn6rvSMHY4 https://t.co/5AbiInQsNH,265
-0.2263,Mon Oct 15 23:00:04 +0000 2018,0.888,0.112,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",BREAKING: A federal judge has dismissed adult film star Stormy Daniels' defamation lawsuit against President Trump… https://t.co/Sxx8UjxcmR,266
0.0,Mon Oct 15 22:57:09 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @CNNSitRoom: President Trump reacts to Sen. Warren's DNA test showing she likely has native American ancestry, saying he would make a $1…",267
-0.5994,Mon Oct 15 22:55:49 +0000 2018,0.83,0.17,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",RT @CNNSitRoom: Democratic Sen. Bill Nelson says the report that Saudi Arabia will acknowledge that journalist Jamal Khashoggi's death was…,268
-0.6597,Mon Oct 15 22:53:07 +0000 2018,0.671,0.329,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",This Florida city was virtually destroyed — and dozens are still missing https://t.co/pIAOhWTMsy https://t.co/GE4XplN4Ve,269
-0.296,Mon Oct 15 22:46:02 +0000 2018,0.901,0.099,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Secretary of State Mike Pompeo may add a stop in Turkey to his current trip to Saudi Arabia, President Trump says… https://t.co/QQsnUpnyPZ",270
0.0,Mon Oct 15 22:39:04 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",President Trump meets with Georgia farmers in the aftermath of Hurricane Michael https://t.co/6kYbzT4O9Z https://t.co/2sFOVqUBiT,271
0.0644,Mon Oct 15 22:32:07 +0000 2018,0.923,0.0,0.077,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","A pro-Trump legal fund is making payments to law firms, but won't say who's benefiting https://t.co/lZfpMLaw1l https://t.co/ifqfyYNK8m",272
-0.5574,Mon Oct 15 22:25:05 +0000 2018,0.825,0.175,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Saudi officials are preparing a report to say that journalist Jamal Khashoggi died in an interrogation gone wrong,… https://t.co/Q8ALFHyGVT",273
-0.5574,Mon Oct 15 22:18:05 +0000 2018,0.714,0.286,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Microsoft co-founder Paul Allen has died at 65 https://t.co/V7Bhu0jcYH https://t.co/KQbKIMW1SX,274
-0.4767,Mon Oct 15 22:11:08 +0000 2018,0.542,0.305,0.153,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Former Senate Intelligence Committee staffer pleads guilty to lying to FBI investigators https://t.co/1aj5EoxlR4 https://t.co/8LhKnqiZY5,275
-0.6597,Mon Oct 15 22:04:03 +0000 2018,0.794,0.206,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Experts have dismissed claims that a recording of the alleged killing of Saudi journalist Jamal Khashoggi may have… https://t.co/veoIFN5BKQ,276
0.0,Mon Oct 15 21:57:05 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The Trumps have taken an aerial tour of Florida's coast after Hurricane Michael https://t.co/FGgbRHoMKX https://t.co/PA729Tilmc,277
0.4767,Mon Oct 15 21:50:10 +0000 2018,0.846,0.0,0.154,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Former Instagram co-founder and CEO Kevin Systrom says he is devoting his downtime to parenting, self-improvement a… https://t.co/FNuj7WfmGq",278
0.0,Mon Oct 15 21:43:02 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","""Nobody knows if it's an official report."" President Trump addresses reports that Saudi Arabia is preparing a repor… https://t.co/u2sffKJYfO",279
-0.1531,Mon Oct 15 21:36:03 +0000 2018,0.918,0.082,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","""I've seen pictures, but it's hard to believe."" President Trump and first lady Melania Trump walked through a neigh… https://t.co/CNQKydpvTG",280
0.0,Mon Oct 15 21:29:04 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Why you're seeing more of Japan's military https://t.co/lQM0Iyp7lR https://t.co/51jH5lBHS5,281
0.0,Mon Oct 15 21:22:04 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",US Secretary of State Mike Pompeo is headed to Saudi Arabia to meet with its king as the investigation into the dis… https://t.co/QWb0p4RQMH,282
0.0,Mon Oct 15 21:15:11 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The Trumps have visited a Red Cross Center in Georgia in the aftermath of Hurricane Michael https://t.co/8M09pDQnUK https://t.co/XWjerk5k7s,283
0.0772,Mon Oct 15 21:08:06 +0000 2018,0.936,0.0,0.064,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",A company owned by the in-laws of the number two Republican in the House of Representatives landed millions in gove… https://t.co/0tfzHDVgPW,284
-0.6486,Mon Oct 15 21:01:04 +0000 2018,0.788,0.212,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","President Trump suggested earlier today that ""rogue killers"" could be behind the disappearance of Saudi journalist… https://t.co/4vkfzfLKqA",285
-0.8225,Mon Oct 15 20:57:58 +0000 2018,0.676,0.324,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @TheLeadCNN: “First time I've ever heard, ‘no, no, no, I’m sorry. We just meant to torture him’ as an excuse.” 

@JakeTapper responds to…",286
0.0,Mon Oct 15 20:54:01 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",President Trump hands out water to residents during Florida visit https://t.co/CjLnQiVstG https://t.co/deWqqZqPVU,287
0.0,Mon Oct 15 20:47:37 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",14 deeply revealing words from President Trump's '60 Minutes' interview https://t.co/srDPo0Jc8v | Analysis by Chris… https://t.co/PWkswe0q7A,288
0.0,Mon Oct 15 20:45:56 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",RT @CNNnewsroom: Artist Andy Thomas has painted a picture of Trump and other GOP Presidents - it hangs in POTUS's residence. Thomas has don…,289
0.4767,Mon Oct 15 20:40:00 +0000 2018,0.837,0.0,0.163,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Artist Andy Thomas says President Trump is ""a challenge to paint. ... All I know is he said he liked what I'd done,… https://t.co/MJEEXSjqXv",290
-0.1406,Mon Oct 15 20:33:31 +0000 2018,0.916,0.084,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","President Trump says he doesn't believe that climate change is a hoax — but that ""it'll change back again""… https://t.co/6FtJr6rfDt",291
0.5106,Mon Oct 15 20:24:05 +0000 2018,0.829,0.0,0.171,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","This ""Sand Palace"" was one of the few Mexico Beach, Florida, houses that survived Hurricane Michael… https://t.co/4zkXHC8KG7",292
-0.3612,Mon Oct 15 20:17:36 +0000 2018,0.839,0.161,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Suspicious letter delivered to the Maine residence of Republican Sen. Susan Collins https://t.co/UXdFAwUisJ https://t.co/gsFRRWlO7G,293
0.4404,Mon Oct 15 20:08:05 +0000 2018,0.847,0.0,0.153,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Sears bankruptcy brings back fond memories for customers — even if they haven't shopped there in a while… https://t.co/NNTWOu5zbH,294
0.0,Mon Oct 15 20:01:07 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",It's time for Netflix to prove it's still the king https://t.co/YfMmi9t6BW https://t.co/piqTCEetgs,295
0.0,Mon Oct 15 19:54:05 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Turkey renames street of new US Embassy to Malcolm X Avenue https://t.co/iunr6lqCGR https://t.co/J2O6YXo4oE,296
